disability,limitation,accommodation
Blindness,Blind - Total,Screen Reading Software and Training
Blindness,Blind - Total,Service Animal
Blindness,Blind - Total,Stair Tread/Textured Tape
Blindness,Blind - Total,Tactile Dots and Markers
Blindness,Blind - Total,Talking Bar Code Scanner/Reader
Blindness,Blind - Total,Talking Cash Register
Blindness,Blind - Total,Talking Color Detector
Blindness,Blind - Total,Talking Credit Card Terminal
Blindness,Blind - Total,Talking Money Identifier
Blindness,Blind - Total,Telephone Light Sensor
Blindness,Blind - Total,"Telework, Work from Home, Working Remotely"
Blindness,Blind - Total,Worksite Redesign / Modified Workspace
Blindness,Commute,Flexible Schedule
Blindness,Commute,Ridesharing/Carpooling
Blindness,Commute,"Telework, Work from Home, Working Remotely"
Blindness,Commute,Transportation Assistance
Blindness,Commute,Van Conversion
Blindness,Parking,Flexible Schedule
Blindness,Parking,"Telework, Work from Home, Working Remotely"
Body Odor,Body Odor,Air Cleaners & Purifiers
Body Odor,Body Odor,Flexible Schedule
Body Odor,Body Odor,Odor Absorption
Body Odor,Body Odor,Odor Control
Body Odor,Body Odor,"Telework, Work from Home, Working Remotely"
Body Odor,Policies,Flexible Schedule
Body Odor,Policies,Marginal Functions
Body Odor,Policies,Modified Break Schedule
Body Odor,Policies,Periodic Rest Breaks
Body Odor,Policies,Policy Modification
Body Odor,Policies,Reassignment
Body Odor,Policies,"Telework, Work from Home, Working Remotely"
Brain Injury,Attentiveness/Concentration,Alternative Lighting
Brain Injury,Attentiveness/Concentration,Applications (apps)
Brain Injury,Attentiveness/Concentration,Apps for Concentration
Brain Injury,Attentiveness/Concentration,"Cubicle Doors, Shields, and Shades"
Brain Injury,Attentiveness/Concentration,Desk Organizers
Brain Injury,Attentiveness/Concentration,Desk Pedal Exercisers
Brain Injury,Attentiveness/Concentration,Electronic Organizers
Brain Injury,Attentiveness/Concentration,Environmental Sound Machines / Tinnitus Maskers / White Noise Machines
Brain Injury,Attentiveness/Concentration,Fidget Devices
Brain Injury,Attentiveness/Concentration,Focus Enhancement
Brain Injury,Attentiveness/Concentration,Full Spectrum or Natural Lighting Products
Brain Injury,Attentiveness/Concentration,Noise Abatement
Brain Injury,Attentiveness/Concentration,Noise Canceling Earbuds
Brain Injury,Attentiveness/Concentration,Noise Canceling Headsets
Brain Injury,Attentiveness/Concentration,Simulated Skylights and Windows
Brain Injury,Attentiveness/Concentration,Sound Absorption and Sound Proof Panels
Brain Injury,Attentiveness/Concentration,Sun Boxes and Lights
Brain Injury,Attentiveness/Concentration,Sun Simulating Desk Lamps
Brain Injury,Attentiveness/Concentration,Timers and Watches
Brain Injury,Attentiveness/Concentration,Calendars and Planners
Brain Injury,Attentiveness/Concentration,Job Coaches
Brain Injury,Attentiveness/Concentration,Color Coded System
Brain Injury,Attentiveness/Concentration,Behavior Modification Techniques
Brain Injury,Attentiveness/Concentration,Flexible Schedule
Brain Injury,Attentiveness/Concentration,Job Restructuring
Brain Injury,Attentiveness/Concentration,Marginal Functions
Brain Injury,Attentiveness/Concentration,Modified Break Schedule
Brain Injury,Attentiveness/Concentration,Task Flow Chart
Brain Injury,Attentiveness/Concentration,Task Separation
Brain Injury,Attentiveness/Concentration,"Telework, Work from Home, Working Remotely"
Brain Injury,Attentiveness/Concentration,"Uninterrupted ""Off"" Work Time"
Brain Injury,Attentiveness/Concentration,Verbal Cues
Brain Injury,Attentiveness/Concentration,Worksite Redesign / Modified Workspace
Brain Injury,Attentiveness/Concentration,Written Instructions
Brain Injury,Control of Anger/Emotions,Apps for Miscellaneous Mental Health / Control of Anger & Emotions
Brain Injury,Control of Anger/Emotions,Environmental Sound Machines / Tinnitus Maskers / White Noise Machines
Brain Injury,Control of Anger/Emotions,Simulated Skylights and Windows
Brain Injury,Control of Anger/Emotions,Sun Boxes and Lights
Brain Injury,Control of Anger/Emotions,Counseling/Therapy
Brain Injury,Control of Anger/Emotions,Disability Awareness/Etiquette Training
Brain Injury,Control of Anger/Emotions,Employee Assistance Program
Brain Injury,Control of Anger/Emotions,Job Coaches
Brain Injury,Control of Anger/Emotions,Behavior Modification Techniques
Brain Injury,Control of Anger/Emotions,Communicate Another Way
Brain Injury,Control of Anger/Emotions,Complying with Behavior and Conduct Rules
Brain Injury,Control of Anger/Emotions,Flexible Schedule
Brain Injury,Control of Anger/Emotions,Job Restructuring
Brain Injury,Control of Anger/Emotions,Modified Break Schedule
Brain Injury,Control of Anger/Emotions,Positive Feedback
Brain Injury,Control of Anger/Emotions,Reassignment
Brain Injury,Control of Anger/Emotions,Supervisory Methods
Brain Injury,Control of Anger/Emotions,Support Animal
Brain Injury,Control of Anger/Emotions,Support Person
Brain Injury,Control of Anger/Emotions,"Telework, Work from Home, Working Remotely"
Brain Injury,Decreased Stamina/Fatigue,Aide/Assistant/Attendant
Brain Injury,Decreased Stamina/Fatigue,Anti-fatigue Matting
Brain Injury,Decreased Stamina/Fatigue,Elevating Wheelchairs
Brain Injury,Decreased Stamina/Fatigue,Ergonomic Equipment
Brain Injury,Decreased Stamina/Fatigue,Scooters
Brain Injury,Decreased Stamina/Fatigue,Stand-lean Stools
Brain Injury,Decreased Stamina/Fatigue,Walkers
Brain Injury,Decreased Stamina/Fatigue,Wearable Anti-fatigue Matting
Brain Injury,Decreased Stamina/Fatigue,Wheelchairs
Brain Injury,Decreased Stamina/Fatigue,Ergonomic Assessments
Brain Injury,Decreased Stamina/Fatigue,Flexible Schedule
Brain Injury,Decreased Stamina/Fatigue,Job Restructuring
Brain Injury,Decreased Stamina/Fatigue,Marginal Functions
Brain Injury,Decreased Stamina/Fatigue,Modified Break Schedule
Brain Injury,Decreased Stamina/Fatigue,Periodic Rest Breaks
Brain Injury,Decreased Stamina/Fatigue,Task Rotation
Brain Injury,Decreased Stamina/Fatigue,Task Separation
Brain Injury,Decreased Stamina/Fatigue,"Telework, Work from Home, Working Remotely"
Brain Injury,Decreased Stamina/Fatigue,Worksite Redesign / Modified Workspace
Brain Injury,Executive Functioning Deficits,Apps for Concentration
Brain Injury,Executive Functioning Deficits,Apps for Memory
Brain Injury,Executive Functioning Deficits,Calendars and Planners
Brain Injury,Executive Functioning Deficits,Checklists
Brain Injury,Executive Functioning Deficits,Color Coded System
Brain Injury,Executive Functioning Deficits,"Cubicle Doors, Shields, and Shades"
Brain Injury,Executive Functioning Deficits,Environmental Sound Machines / Tinnitus Maskers / White Noise Machines
Brain Injury,Executive Functioning Deficits,Extra Time
Brain Injury,Executive Functioning Deficits,Flexible Schedule
Brain Injury,Executive Functioning Deficits,Form Generating Software
Brain Injury,Executive Functioning Deficits,Full Spectrum or Natural Lighting Products
Brain Injury,Executive Functioning Deficits,Job Coaches
Brain Injury,Executive Functioning Deficits,Job Restructuring
Brain Injury,Executive Functioning Deficits,Marginal Functions
Brain Injury,Executive Functioning Deficits,Modified Break Schedule
Brain Injury,Executive Functioning Deficits,Noise Canceling Earbuds
Brain Injury,Executive Functioning Deficits,Noise Canceling Headsets
Brain Injury,Executive Functioning Deficits,On-site Mentoring
Brain Injury,Executive Functioning Deficits,"Recorded Directives, Messages, Materials"
Brain Injury,Executive Functioning Deficits,Reminders
Brain Injury,Executive Functioning Deficits,Sound Absorption and Sound Proof Panels
Brain Injury,Executive Functioning Deficits,Speech Recognition Software
Brain Injury,Executive Functioning Deficits,Sun Boxes and Lights
Brain Injury,Executive Functioning Deficits,Sun Simulating Desk Lamps
Brain Injury,Executive Functioning Deficits,Timers and Watches
Brain Injury,Executive Functioning Deficits,Written Instructions
Brain Injury,Managing Time,Apps for Organization/ Time Management
Brain Injury,Managing Time,Electronic Organizers
Brain Injury,Managing Time,"PDAs, Notetakers, and Laptops"
Brain Injury,Managing Time,Timers and Watches
Brain Injury,Managing Time,Calendars and Planners
Brain Injury,Managing Time,Fitness Trackers
Brain Injury,Managing Time,Smart Watches
Brain Injury,Managing Time,Job Coaches
Brain Injury,Managing Time,Additional Training Time / Training Refreshers
Brain Injury,Managing Time,Checklists
Brain Injury,Managing Time,Color Coded System
Brain Injury,Managing Time,"Color-coded Manuals, Outlines, and Maps"
Brain Injury,Managing Time,Extra Time
Brain Injury,Managing Time,"Recorded Directives, Messages, Materials"
Brain Injury,Managing Time,Reminders
Brain Injury,Managing Time,Supervisory Methods
Brain Injury,Managing Time,Support Person
Brain Injury,Managing Time,Task Flow Chart
Brain Injury,Managing Time,Task Separation
Brain Injury,Managing Time,Verbal Cues
Brain Injury,Managing Time,Written Forms and Prompts
Brain Injury,Managing Time,Written Instructions
Brain Injury,Memory Loss,Apps for Memory
Brain Injury,Memory Loss,Break Reminder Software
Brain Injury,Memory Loss,Form Generating Software
Brain Injury,Memory Loss,Electronic Organizers
Brain Injury,Memory Loss,Labels/Bulletin Board
Brain Injury,Memory Loss,Medication Reminders
Brain Injury,Memory Loss,Memory Software
Brain Injury,Memory Loss,Notepad or White Board
Brain Injury,Memory Loss,"On-Screen ""Ruler"" / Strip"
Brain Injury,Memory Loss,Timers and Watches
Brain Injury,Memory Loss,Calendars and Planners
Brain Injury,Memory Loss,Additional Training Time / Training Refreshers
Brain Injury,Memory Loss,Checklists
Brain Injury,Memory Loss,Color Coded System
Brain Injury,Memory Loss,"Color-coded Manuals, Outlines, and Maps"
Brain Injury,Memory Loss,Extra Time
Brain Injury,Memory Loss,"Recorded Directives, Messages, Materials"
Brain Injury,Memory Loss,Reminders
Brain Injury,Memory Loss,Supervisory Methods
Brain Injury,Memory Loss,Support Person
Brain Injury,Memory Loss,Task Flow Chart
Brain Injury,Memory Loss,Task Separation
Brain Injury,Memory Loss,Verbal Cues
Brain Injury,Memory Loss,Voice Recorders
Brain Injury,Memory Loss,Written Forms and Prompts
Brain Injury,Memory Loss,Written Instructions
Brain Injury,Organizing/Planning/Prioritizing,Apps for Organization/ Time Management
Brain Injury,Organizing/Planning/Prioritizing,Desk Organizers
Brain Injury,Organizing/Planning/Prioritizing,Electronic Organizers
Brain Injury,Organizing/Planning/Prioritizing,Labels/Bulletin Board
Brain Injury,Organizing/Planning/Prioritizing,Note Collection Software and Technology
Brain Injury,Organizing/Planning/Prioritizing,Notepad or White Board
Brain Injury,Organizing/Planning/Prioritizing,Organization Software
Brain Injury,Organizing/Planning/Prioritizing,Timers and Watches
Brain Injury,Organizing/Planning/Prioritizing,Calendars and Planners
Brain Injury,Organizing/Planning/Prioritizing,Workflow Management Software
Brain Injury,Organizing/Planning/Prioritizing,Job Coaches
Brain Injury,Organizing/Planning/Prioritizing,Professional Organizers
Brain Injury,Organizing/Planning/Prioritizing,Additional Training Time / Training Refreshers
Brain Injury,Organizing/Planning/Prioritizing,Checklists
Brain Injury,Organizing/Planning/Prioritizing,Color Coded System
Brain Injury,Organizing/Planning/Prioritizing,"Color-coded Manuals, Outlines, and Maps"
Brain Injury,Organizing/Planning/Prioritizing,Job Restructuring
Brain Injury,Organizing/Planning/Prioritizing,Marginal Functions
Brain Injury,Organizing/Planning/Prioritizing,Organization/Prioritization Skills
Brain Injury,Organizing/Planning/Prioritizing,On-site Mentoring
Brain Injury,Organizing/Planning/Prioritizing,"Recorded Directives, Messages, Materials"
Brain Injury,Organizing/Planning/Prioritizing,Reminders
Brain Injury,Organizing/Planning/Prioritizing,Supervisory Methods
Brain Injury,Organizing/Planning/Prioritizing,Task Flow Chart
Brain Injury,Organizing/Planning/Prioritizing,Task Identification
Brain Injury,Organizing/Planning/Prioritizing,Task Separation
Brain Injury,Organizing/Planning/Prioritizing,Written Instructions
Brain Injury,Photosensitivity,Alternative Lighting
Brain Injury,Photosensitivity,"Cubicle Doors, Shields, and Shades"
Brain Injury,Photosensitivity,Anti-Glare Filters for Fluorescent Lights
Brain Injury,Photosensitivity,Fluorescent Light Tube Covers
Brain Injury,Photosensitivity,Full Spectrum or Natural Lighting Products
Brain Injury,Photosensitivity,LED Light Filters
Brain Injury,Photosensitivity,LED Lighting
Brain Injury,Photosensitivity,Light Filtering Glasses
Brain Injury,Photosensitivity,Lighting Gel Filters
Brain Injury,Photosensitivity,Non-Fluorescent Lighting
Brain Injury,Photosensitivity,Sun/UV Protective Clothing
Brain Injury,Photosensitivity,Vehicle Window Tinting and Shades
Brain Injury,Seizure Activity,Designated Responders
Brain Injury,Seizure Activity,Disability Awareness/Etiquette Training
Brain Injury,Seizure Activity,Fall Protection
Brain Injury,Seizure Activity,Flexible Schedule
Brain Injury,Seizure Activity,Job Restructuring
Brain Injury,Seizure Activity,Modified Break Schedule
Brain Injury,Seizure Activity,Modified Lighting
Brain Injury,Seizure Activity,Padded Edging
Brain Injury,Seizure Activity,Plan of Action
Brain Injury,Seizure Activity,Policy Modification
Brain Injury,Seizure Activity,Protective Eyewear
Brain Injury,Seizure Activity,Rest Area/Private Space
Brain Injury,Seizure Activity,Rolling Safety Ladders
Brain Injury,Seizure Activity,"Telework, Work from Home, Working Remotely"
Brain Injury,Seizure Activity,Transportation Assistance
Brain Injury,Seizure Activity,Workplace Safety
Brain Injury,Stress Intolerance,Apps for Anxiety and Stress
Brain Injury,Stress Intolerance,Environmental Sound Machines / Tinnitus Maskers / White Noise Machines
Brain Injury,Stress Intolerance,Fitness Trackers
Brain Injury,Stress Intolerance,Simulated Skylights and Windows
Brain Injury,Stress Intolerance,Sun Boxes and Lights
Brain Injury,Stress Intolerance,Sun Simulating Desk Lamps
Brain Injury,Stress Intolerance,Counseling/Therapy
Brain Injury,Stress Intolerance,Employee Assistance Program
Brain Injury,Stress Intolerance,Behavior Modification Techniques
Brain Injury,Stress Intolerance,Communicate Another Way
Brain Injury,Stress Intolerance,Complying with Behavior and Conduct Rules
Brain Injury,Stress Intolerance,Flexible Schedule
Brain Injury,Stress Intolerance,Instant Messaging and Texting Solutions for Businesses
Brain Injury,Stress Intolerance,Job Restructuring
Brain Injury,Stress Intolerance,Marginal Functions
Brain Injury,Stress Intolerance,Modified Break Schedule
Brain Injury,Stress Intolerance,On-site Mentoring
Brain Injury,Stress Intolerance,One-on-One Communication
Brain Injury,Stress Intolerance,Policy Modification
Brain Injury,Stress Intolerance,Positive Feedback
Brain Injury,Stress Intolerance,Supervisory Feedback
Brain Injury,Stress Intolerance,Supervisory Methods
Brain Injury,Stress Intolerance,Support Animal
Brain Injury,Stress Intolerance,Support Person
Brain Injury,Stress Intolerance,Telepresence
Brain Injury,Stress Intolerance,"Telework, Work from Home, Working Remotely"
Brain Injury,Walking,Canes
Brain Injury,Walking,Grab Bars
Brain Injury,Walking,Scooters
Brain Injury,Walking,Walkers
Brain Injury,Walking,Wheelchairs
Brain Injury,Walking,Worksite Redesign / Modified Workspace
Brain Injury,Communicate,Aide/Assistant/Attendant
Brain Injury,Communicate,Behavior Modification Techniques
Brain Injury,Communicate,On-site Mentoring
Brain Injury,Communicate,Scribe/Notetaker
Brain Injury,Communicate,Verbal Responses
Brain Injury,Communicate,Word Prediction/Completion and Macro Software
Brain Injury,Communicate,Writing/Editing Software
Brain Injury,Commute,Flexible Schedule
Brain Injury,Commute,Ridesharing/Carpooling
Brain Injury,Commute,"Telework, Work from Home, Working Remotely"
Brain Injury,Commute,Transportation Assistance
Brain Injury,Commute,Van Conversion
Brain Injury,Parking,Accessible Parking Space
Brain Injury,Parking,Flexible Schedule
Brain Injury,Parking,"Telework, Work from Home, Working Remotely"
Brain Injury,Parking,Wheelchairs
Brain Injury,Policies,Additional Training Time / Training Refreshers
Brain Injury,Policies,Aide/Assistant/Attendant
Brain Injury,Policies,Environmental Sound Machines / Tinnitus Maskers / White Noise Machines
Brain Injury,Policies,Flexible Schedule
Brain Injury,Policies,Marginal Functions
Brain Injury,Policies,Modified Break Schedule
Brain Injury,Policies,Periodic Rest Breaks
Brain Injury,Policies,Physical/Social Distancing Signage
Brain Injury,Policies,Policy Modification
Brain Injury,Policies,Reassignment
Brain Injury,Policies,Service Animal
Brain Injury,Policies,Sleep Alerting Devices
Brain Injury,Policies,Strobe Lights
